"";"L0_1";"L0_2";"A1_1";"A1_2";"C1";"Y1";"L1";"M2_1";"M2_2";"C2";"Y2"
"4589";0;0;1;0;0;0;74,879864224112;0;1;1;NA
"4590";0;1;0;1;0;0;63,7468794157834;1;0;1;NA
"4591";0;1;0;0;0;0;61,6791909237741;0;1;0;0
"4592";0;0;0;0;0;0;68,2869351480948;1;0;0;0
"4593";1;1;1;0;0;1;NA;NA;NA;NA;NA
"4594";0;1;0;1;0;0;64,1273640271203;0;1;0;1
"4595";1;1;0;1;0;0;79,7168420563797;1;0;0;0
"4596";0;0;0;0;0;0;32,7837669154736;1;0;0;0
"4597";1;1;0;1;0;1;NA;NA;NA;NA;NA
"4598";0;0;0;1;0;0;80,397901615375;1;0;0;1
"4599";0;1;0;1;0;0;42,7960712749449;0;1;1;NA
"4600";0;1;0;0;0;0;52,5481446791833;0;1;0;1
"4601";0;1;0;1;0;1;NA;NA;NA;NA;NA
"4602";0;1;1;0;0;0;32,7627014864224;0;1;0;0
"4603";1;0;0;1;0;1;NA;NA;NA;NA;NA
"4604";0;0;0;0;0;0;59,1062377812998;1;0;0;0
"4605";1;0;0;0;1;NA;NA;NA;NA;NA;NA
"4606";1;1;0;0;0;0;67,5431162582947;1;0;0;0
"4607";1;1;0;1;0;0;64,3297394427489;0;1;0;1
"4608";1;1;0;1;0;0;64,8858931701089;1;0;0;1
"4609";0;0;1;0;0;0;55,3378492528838;0;1;0;0
"4610";0;1;0;0;0;0;55,7197772507424;1;0;0;1
"4611";1;1;0;1;0;0;69,6642052018891;1;0;0;0
"4612";0;0;1;0;0;0;56,9629095120964;0;1;0;0
"4613";1;1;0;0;0;0;7,99016226730282;1;0;0;0
"4614";1;1;0;1;0;0;70,6604545939657;0;1;0;1
"4615";0;1;0;0;0;0;75,6149444024183;1;0;0;1
"4616";0;0;0;1;0;0;65,8767524558826;1;0;0;0
"4617";0;1;0;1;0;0;49,1563739931416;0;1;0;1
"4618";0;0;0;0;0;0;50,6035435507725;1;0;0;0
"4619";0;0;0;1;0;0;70,9010686069808;1;0;0;1
"4620";1;1;0;1;0;0;81,8954198783078;1;0;0;0
"4621";0;0;0;1;0;0;42,9094509830283;1;0;0;0
"4622";1;1;1;0;0;1;NA;NA;NA;NA;NA
"4623";1;1;0;0;0;0;59,3426397124574;1;0;0;0
"4624";1;1;0;0;0;0;70,1480820486107;1;0;0;0
"4625";0;1;0;0;0;0;65,8712288513451;1;0;0;1
"4626";1;0;1;0;0;0;54,8087458795024;1;0;0;0
"4627";1;1;0;1;0;0;86,7220365595164;1;0;1;NA
"4628";0;0;1;0;0;0;41,0584631630897;1;0;0;1
"4629";1;0;0;0;0;0;31,7497855860415;1;0;0;0
"4630";1;0;0;1;0;0;74,8863383354332;0;0;0;0
"4631";1;1;0;0;0;0;32,1320559886813;1;0;0;0
"4632";0;1;0;1;0;1;NA;NA;NA;NA;NA
"4633";1;0;0;0;0;0;84,3724549520489;1;0;0;0
"4634";1;1;0;0;0;0;63,3132949740529;1;0;0;0
"4635";1;1;0;0;0;0;71,2205126007436;1;0;0;1
"4636";1;1;1;0;0;0;65,2770150124484;1;0;0;1
"4637";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"4638";1;1;0;1;0;0;73,2853500333332;1;0;0;0
"4639";0;1;1;0;0;0;53,475003024099;1;0;0;0
"4640";0;1;1;0;0;0;48,1368861044948;1;0;0;0
"4641";0;0;0;1;0;1;NA;NA;NA;NA;NA
"4642";0;1;1;0;0;0;46,5485108594012;1;0;0;1
"4643";1;0;0;0;0;0;56,2328764492384;0;1;0;0
"4644";1;1;0;1;0;0;67,1112445916694;1;0;0;0
"4645";1;0;0;0;0;0;60,6970790155879;1;0;0;0
"4646";0;1;0;0;0;0;33,0632544458168;1;0;0;0
"4647";0;1;1;0;0;1;NA;NA;NA;NA;NA
"4648";0;0;0;0;0;0;41,0491846778932;1;0;0;0
"4649";0;1;0;0;0;0;54,9610517346338;0;1;0;0
"4650";0;0;0;0;0;0;39,8075866552315;1;0;0;0
"4651";0;0;0;1;0;0;58,1968857281485;1;0;0;0
"4652";1;1;1;0;0;0;72,5195561570982;1;0;0;0
"4653";1;1;0;1;0;0;75,9451878927574;1;0;0;0
"4654";0;1;0;0;0;0;65,0209533913211;1;0;0;0
"4655";0;0;0;0;0;0;25,7057199332228;1;0;0;1
"4656";1;1;0;1;0;0;50,8653989832036;1;0;0;0
"4657";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"4658";0;0;0;0;0;0;47,178214190174;1;0;1;NA
"4659";0;1;0;1;0;0;69,8941547157913;1;0;0;0
"4660";0;0;0;0;0;0;50,7225117704516;0;0;0;0
"4661";1;0;1;0;0;0;72,8819771774934;1;0;0;0
"4662";1;1;1;0;0;0;50,7524191900482;1;0;0;0
"4663";0;1;1;0;0;0;50,1037703419261;1;0;0;0
"4664";0;0;0;0;0;0;45,6450705815822;0;1;0;0
"4665";1;1;0;0;0;0;58,3989618298682;1;0;0;0
"4666";1;1;0;0;0;0;51,298361432144;1;0;0;0
"4667";0;1;0;1;0;0;63,7141867570769;1;0;0;0
"4668";0;1;0;1;0;0;55,8055065039705;1;0;0;0
"4669";1;0;0;1;0;1;NA;NA;NA;NA;NA
"4670";0;1;0;1;0;0;68,5027285716489;1;0;0;0
"4671";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"4672";1;0;1;0;0;1;NA;NA;NA;NA;NA
"4673";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"4674";0;1;0;1;0;0;40,8048655785196;1;0;0;1
"4675";1;0;1;0;0;1;NA;NA;NA;NA;NA
"4676";0;1;0;1;0;0;64,4100087779957;1;0;0;0
"4677";1;1;1;0;0;1;NA;NA;NA;NA;NA
"4678";0;1;0;1;0;0;46,5428689265606;1;0;0;1
"4679";1;0;1;0;0;0;59,3930063440612;0;1;0;1
"4680";0;1;1;0;0;0;53,2953137395373;1;0;0;0
"4681";0;1;0;0;0;0;26,4430238900134;1;0;0;0
"4682";0;1;1;0;0;1;NA;NA;NA;NA;NA
"4683";0;1;1;0;1;NA;NA;NA;NA;NA;NA
"4684";0;1;0;1;0;0;52,8318011753588;1;0;0;0
"4685";1;0;0;1;0;0;57,1608573582628;1;0;0;1
"4686";0;0;0;0;0;0;72,911491717985;1;0;0;0
"4687";0;1;0;1;0;0;70,5350057864801;0;1;1;NA
"4688";0;1;0;0;0;0;39,5275800325269;1;0;0;1
"4689";1;1;0;1;0;1;NA;NA;NA;NA;NA
"4690";1;1;0;0;0;1;NA;NA;NA;NA;NA
"4691";1;1;1;0;0;1;NA;NA;NA;NA;NA
"4692";1;1;0;1;0;0;82,8775614881242;0;1;0;1
"4693";1;1;0;0;0;0;53,332510650637;1;0;0;0
"4694";1;1;0;0;1;NA;NA;NA;NA;NA;NA
"4695";1;0;0;0;0;0;55,5617593161038;1;0;0;0
"4696";1;0;0;1;0;1;NA;NA;NA;NA;NA
"4697";0;1;0;0;0;0;29,5458952122654;1;0;0;0
"4698";1;1;0;0;0;1;NA;NA;NA;NA;NA
"4699";0;0;0;0;0;0;48,2745360945625;1;0;0;0
"4700";0;0;0;1;0;1;NA;NA;NA;NA;NA
"4701";0;0;0;1;0;0;40,8376205636861;1;0;0;0
"4702";0;1;0;1;0;0;72,6911038719135;1;0;0;1
"4703";0;1;0;1;0;0;41,2052707359199;1;0;0;0
"4704";0;0;1;0;0;0;40,3153987231389;1;0;0;0
"4705";1;1;1;0;0;0;60,0016686534361;0;1;0;0
"4706";1;0;0;1;0;1;NA;NA;NA;NA;NA
"4707";1;0;0;0;0;0;58,1480797830976;1;0;0;0
"4708";0;0;1;0;1;NA;NA;NA;NA;NA;NA
"4709";1;0;0;0;0;1;NA;NA;NA;NA;NA
"4710";1;1;1;0;0;0;43,2638849906059;1;0;0;0
"4711";1;0;1;0;0;0;62,0396639061048;1;0;0;1
"4712";1;0;0;1;0;0;41,0387615098172;1;0;0;0
"4713";0;1;0;1;0;1;NA;NA;NA;NA;NA
"4714";1;1;0;0;0;0;64,3858289875115;1;0;0;0
"4715";0;1;0;1;0;0;47,3473357162266;1;0;0;1
"4716";1;0;1;0;0;0;39,780976405554;1;0;0;0
"4717";1;0;0;1;0;0;68,2354694712055;1;0;0;0
"4718";0;1;1;0;0;1;NA;NA;NA;NA;NA
"4719";1;1;0;0;0;0;58,3141136974352;1;0;0;0
"4720";0;0;0;1;0;0;63,2479152418454;1;0;0;0
"4721";0;1;0;1;0;0;77,561167469236;1;0;0;0
"4722";0;1;0;0;0;0;51,4582711583253;1;0;0;0
"4723";1;1;1;0;0;0;75,7965995427011;1;0;0;0
"4724";0;1;1;0;0;0;30,3519630819213;1;0;0;0
"4725";1;0;0;1;0;0;46,5417263714593;1;0;0;0
"4726";0;0;0;1;0;0;50,4929146459823;1;0;0;0
"4727";0;1;1;0;0;0;79,584957731682;1;0;0;1
"4728";1;0;0;1;0;0;59,3968141482361;1;0;0;0
"4729";1;1;1;0;0;1;NA;NA;NA;NA;NA
"4730";1;1;0;1;0;1;NA;NA;NA;NA;NA
"4731";0;1;0;0;0;0;64,2253821649157;0;1;0;1
"4732";1;1;0;1;0;0;62,5476526656268;1;0;0;0
"4733";1;1;1;0;0;0;83,3891107999614;0;1;0;1
"4734";0;0;0;1;0;0;95,6972020337229;1;0;0;0
"4735";0;0;0;0;0;0;43,022650937286;0;1;0;1
"4736";1;1;0;1;0;1;NA;NA;NA;NA;NA
"4737";1;1;0;1;0;0;38,0589870004043;1;0;1;NA
"4738";1;0;0;0;0;0;60,5556986030243;0;0;0;0
"4739";0;1;0;1;0;0;70,2205969988954;1;0;0;0
"4740";0;1;0;1;0;0;20,7848579241194;1;0;1;NA
"4741";0;1;1;0;0;0;30,8306515217563;1;0;0;0
"4742";0;0;0;0;0;0;47,5156815798635;1;0;0;0
"4743";1;0;0;1;0;0;63,1527220586146;1;0;0;0
"4744";0;1;0;0;0;0;33,7546177368922;1;0;0;0
"4745";0;1;0;1;0;0;64,691128457235;1;0;0;0
"4746";1;0;1;0;0;0;55,364899244206;1;0;0;0
"4747";0;1;1;0;0;0;63,5552488037907;0;1;0;0
"4748";1;0;0;1;0;0;74,7385158596917;1;0;0;0
"4749";1;1;0;0;0;0;48,9214859100807;1;0;0;1
"4750";0;1;0;1;0;0;72,9363649524796;1;0;0;0
"4751";0;1;1;0;0;0;60,5556378204339;1;0;0;1
"4752";1;1;0;1;0;0;67,3099076337436;1;0;0;0
"4753";1;1;0;1;0;0;70,5918109786936;1;0;0;0
"4754";0;1;1;0;0;0;31,2560759443413;1;0;0;1
"4755";0;0;0;0;0;0;56,1470803110234;1;0;0;0
"4756";0;0;0;1;0;1;NA;NA;NA;NA;NA
"4757";0;0;0;1;0;0;76,2941251284466;1;0;0;0
"4758";1;1;1;0;0;0;56,9200243806883;1;0;0;0
"4759";1;1;0;1;0;0;57,4771452157292;1;0;0;1
"4760";0;1;1;0;0;0;44,8806554359301;1;0;1;NA
"4761";0;0;1;0;0;0;39,1310778650089;1;0;0;0
"4762";1;1;0;0;0;0;39,2696568616039;1;0;0;1
"4763";1;1;1;0;0;0;57,3191031859907;1;0;0;0
"4764";1;0;1;0;0;0;72,6235493227519;0;1;0;0
"4765";1;0;0;1;0;0;59,8588353047103;1;0;0;0
"4766";0;0;0;1;0;0;44,775681814652;1;0;0;0
"4767";1;1;0;1;0;0;44,7115710998784;1;0;0;0
"4768";0;0;1;0;0;0;40,6989346348341;0;0;0;0
"4769";0;1;0;1;0;0;74,3031874568026;1;0;0;1
"4770";0;0;0;1;0;0;53,9126910158834;1;0;1;NA
"4771";0;0;0;1;0;0;44,8052666237138;1;0;0;0
"4772";0;0;0;0;0;0;48,8727052900219;1;0;0;0
"4773";0;1;0;1;0;0;60,9667416801281;1;0;0;0
"4774";0;1;1;0;0;0;53,9551129988333;1;0;0;0
"4775";0;1;1;0;0;0;64,4895057569484;1;0;0;1
"4776";1;1;0;0;0;0;34,3117303180813;1;0;0;0
"4777";1;0;0;0;0;0;80,3674941017954;0;1;0;0
"4778";0;1;0;1;0;0;60,7525895873911;1;0;0;1
"4779";0;0;0;1;0;0;45,9599080204934;0;0;0;0
"4780";0;0;0;0;0;0;49,5454955700901;0;1;0;0
"4781";1;1;0;0;0;0;58,6713534814756;1;0;0;0
"4782";0;1;0;0;0;1;NA;NA;NA;NA;NA
"4783";0;0;0;1;0;0;56,0883301660486;1;0;0;0
"4784";1;0;0;0;0;0;82,324164445425;1;0;0;0
"4785";0;1;1;0;0;0;41,9072716687019;0;1;0;0
"4786";0;0;1;0;0;1;NA;NA;NA;NA;NA
"4787";1;1;0;1;0;0;47,4762518644268;1;0;0;0
"4788";1;1;0;1;0;1;NA;NA;NA;NA;NA
"4789";0;0;1;0;0;0;56,0705695318843;1;0;0;0
"4790";1;1;1;0;0;0;40,4244024688061;1;0;0;0
"4791";0;1;0;1;0;0;42,4109431800247;1;0;0;0
"4792";1;1;0;0;0;0;52,544956770567;1;0;0;0
"4793";1;0;0;1;1;NA;NA;NA;NA;NA;NA
"4794";0;0;0;1;0;0;70,2013437876641;1;0;0;0
"4795";1;0;0;1;0;0;33,3483987866716;1;0;0;0
"4796";1;1;0;1;0;1;NA;NA;NA;NA;NA
"4797";1;1;0;1;0;0;66,6800956741793;0;1;0;0
"4798";0;1;1;0;0;0;71,9604940431824;1;0;0;0
"4799";1;1;0;1;0;0;81,0055947792977;1;0;0;1
"4800";0;1;1;0;0;0;28,9753637992834;1;0;0;0
"4801";0;0;0;0;0;0;65,4769153144082;1;0;0;0
"4802";0;0;0;1;0;0;54,6839101296156;1;0;0;0
"4803";0;1;0;1;0;0;53,0658865157194;1;0;0;0
"4804";0;0;0;0;1;NA;NA;NA;NA;NA;NA
"4805";0;0;0;0;0;0;67,6817606304536;1;0;0;0
"4806";1;0;0;1;0;0;72,1512389533274;0;1;0;0
"4807";0;1;1;0;0;0;33,7926948857738;1;0;0;0
"4808";0;1;1;0;0;0;62,1513509799731;1;0;0;0
"4809";0;0;0;0;0;0;35,6085133045184;1;0;0;1
"4810";0;0;0;0;0;0;46,0492589132976;1;0;0;1
"4811";1;1;0;0;0;0;56,3841684033961;1;0;0;0
"4812";0;1;0;1;0;0;72,9255544713481;0;1;0;1
"4813";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"4814";1;0;0;1;0;0;58,2851070859419;1;0;0;1
"4815";1;0;0;1;0;0;74,9211139871701;0;1;1;NA
"4816";0;0;0;1;0;1;NA;NA;NA;NA;NA
"4817";1;0;0;1;0;0;52,5151653006506;1;0;0;0
"4818";1;0;0;0;0;0;35,8666674116439;1;0;0;1
"4819";0;0;0;0;0;0;60,3598541807971;1;0;0;0
"4820";1;1;0;1;0;0;34,1595196024285;1;0;0;0
"4821";1;1;0;0;0;0;32,6294076574954;0;1;1;NA
"4822";1;1;0;1;0;0;56,8644429916658;1;0;0;0
"4823";1;1;0;1;0;0;62,7346712408207;1;0;0;0
"4824";0;1;0;1;0;1;NA;NA;NA;NA;NA
"4825";0;1;0;0;0;0;38,0730935810651;1;0;0;0
"4826";0;1;0;1;0;0;31,7257450944552;1;0;0;0
"4827";1;1;0;1;0;0;68,1579344314808;1;0;0;1
"4828";0;0;0;0;0;0;55,6720716436911;1;0;0;0
"4829";1;0;0;0;0;0;40,7794343145723;0;1;0;0
"4830";0;0;0;1;0;0;75,6168446336536;1;0;0;0
"4831";0;1;1;0;0;0;58,8204605397598;1;0;0;0
"4832";0;0;1;0;0;1;NA;NA;NA;NA;NA
"4833";0;0;0;1;0;0;57,8124469144086;1;0;1;NA
"4834";0;1;0;0;0;0;62,8907636049402;0;1;0;1
"4835";0;1;1;0;0;1;NA;NA;NA;NA;NA
"4836";0;0;0;1;0;0;66,4298977049897;1;0;0;1
"4837";1;1;0;1;0;0;88,1273360121458;1;0;0;1
"4838";1;1;1;0;0;0;66,8062129234664;1;0;0;1
"4839";1;1;1;0;0;0;59,6020852785325;1;0;0;0
"4840";0;1;0;1;0;0;37,3650739403396;1;0;0;0
"4841";1;0;0;0;0;0;39,0053459448223;1;0;0;1
"4842";1;1;0;0;0;0;17,5716493518603;1;0;0;0
"4843";0;1;0;1;0;0;37,9904650527463;1;0;0;0
"4844";1;0;0;1;0;0;64,8548359436838;0;1;0;1
"4845";1;0;0;0;0;0;57,823352976892;1;0;0;0
"4846";0;0;0;0;0;0;60,6999909545613;1;0;0;0
"4847";0;1;1;0;0;0;47,7815142723837;1;0;0;0
"4848";0;0;1;0;0;0;60,5699355572852;0;1;0;1
"4849";0;1;0;1;0;0;55,3857017763594;0;1;0;0
"4850";0;1;0;1;0;0;53,4730688454034;1;0;0;0
"4851";0;1;0;1;0;1;NA;NA;NA;NA;NA
"4852";0;0;0;1;0;0;72,1993425110503;0;1;1;NA
"4853";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"4854";1;1;0;1;0;0;85,9830198961221;0;1;0;1
"4855";0;1;0;0;0;0;4,89178944314611;1;0;0;0
"4856";0;1;0;0;0;0;40,5767654548498;1;0;0;1
"4857";0;1;0;1;0;1;NA;NA;NA;NA;NA
"4858";1;1;1;0;0;0;24,1838618696169;1;0;0;0
"4859";1;1;0;0;0;0;70,8131401512494;1;0;0;0
"4860";1;1;1;0;0;0;61,138510323783;1;0;1;NA
"4861";0;1;0;1;0;0;64,3625048391977;1;0;0;0
"4862";1;1;1;0;0;0;72,3067240450268;1;0;0;0
"4863";0;1;0;1;0;0;77,7109661389708;1;0;0;0
"4864";1;1;0;0;0;0;60,1493291861972;1;0;0;0
"4865";0;1;0;1;0;0;70,3735210585998;0;1;0;0
"4866";1;1;0;1;0;0;53,9153400039759;1;0;0;0
"4867";0;0;0;1;0;0;51,3795577835248;0;1;0;0
"4868";0;1;0;1;0;0;40,7184851617094;0;1;0;1
"4869";0;0;0;1;0;0;46,0491666475815;1;0;0;0
"4870";1;0;0;0;0;0;69,863823150262;0;0;0;0
"4871";1;0;0;0;0;0;63,8158908214261;0;1;0;0
"4872";0;0;1;0;1;NA;NA;NA;NA;NA;NA
"4873";0;0;1;0;0;0;39,4729840807133;1;0;0;0
"4874";1;0;0;1;1;NA;NA;NA;NA;NA;NA
"4875";1;1;0;0;0;1;NA;NA;NA;NA;NA
"4876";0;0;0;0;0;0;65,500954448783;1;0;0;0
"4877";1;1;1;0;0;1;NA;NA;NA;NA;NA
"4878";0;1;0;1;0;0;71,3066778361399;1;0;0;0
"4879";1;1;0;1;0;0;71,3805070045718;1;0;0;1
"4880";1;0;0;1;0;1;NA;NA;NA;NA;NA
"4881";1;0;0;0;0;0;53,640363344962;1;0;0;0
"4882";0;1;1;0;0;0;47,1458594469915;0;0;0;1
"4883";0;0;0;1;0;0;63,2859585717197;0;1;0;0
"4884";0;1;1;0;0;0;67,8418520747655;1;0;0;1
"4885";0;1;0;1;0;0;64,6505164964296;1;0;0;1
"4886";0;1;0;1;0;0;74,2472742100619;0;1;1;NA
"4887";1;0;1;0;0;0;54,8536906621153;1;0;0;0
"4888";0;1;1;0;0;0;58,6367265340239;0;1;0;0
"4889";0;0;0;1;0;0;61,8929609700298;1;0;0;0
"4890";1;0;1;0;0;0;61,5222013364363;0;1;0;0
"4891";1;1;0;1;0;0;73,1177000458927;0;0;0;1
"4892";0;1;1;0;0;0;35,8809901476482;1;0;0;0
"4893";0;0;0;1;0;0;71,1987402455997;1;0;0;1
"4894";1;1;0;1;0;0;70,5356216093245;1;0;0;1
"4895";0;0;1;0;0;0;35,9749120017412;1;0;0;1
"4896";0;1;0;1;0;1;NA;NA;NA;NA;NA
"4897";0;1;0;1;0;0;59,1346340430961;1;0;0;0
"4898";1;1;0;0;0;0;65,0323531103723;1;0;0;0
"4899";0;0;0;1;0;0;59,1895449848433;1;0;0;0
"4900";0;1;0;1;0;0;70,537411130094;1;0;0;1
"4901";1;1;1;0;0;0;42,5167427856522;1;0;0;0
"4902";0;0;0;0;0;0;53,9497250766631;0;1;0;0
"4903";1;1;1;0;0;0;36,5942114108162;1;0;0;0
"4904";1;1;0;0;0;0;44,4580245949083;1;0;1;NA
"4905";1;1;0;0;0;0;49,3190254321202;1;0;0;0
"4906";0;0;0;0;0;0;37,919348505541;1;0;0;0
"4907";0;0;0;1;0;1;NA;NA;NA;NA;NA
"4908";0;0;0;0;0;0;42,7832911041435;0;1;0;0
"4909";1;0;1;0;0;0;57,9319308791504;0;1;0;0
"4910";0;1;1;0;0;0;43,0331024765854;1;0;0;0
"4911";0;0;0;1;0;0;57,3606877090482;0;1;0;0
"4912";0;0;0;0;0;0;72,7349214395794;1;0;0;0
"4913";1;1;0;1;0;0;50,1291595815937;1;0;0;0
"4914";0;0;0;1;0;0;92,3762840292079;0;1;0;1
"4915";0;1;0;1;0;0;36,2624448619122;1;0;0;1
"4916";0;1;0;1;0;0;52,8625042827004;1;0;0;1
"4917";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"4918";1;1;1;0;0;0;82,0411603975287;1;0;0;1
"4919";0;1;0;1;0;1;NA;NA;NA;NA;NA
"4920";1;1;1;0;0;1;NA;NA;NA;NA;NA
"4921";0;0;0;1;0;0;76,1736485603131;1;0;0;0
"4922";0;0;0;0;0;0;47,6466028039585;0;0;0;0
"4923";1;0;0;0;0;0;34,9471901080992;0;1;0;0
"4924";0;1;0;1;0;1;NA;NA;NA;NA;NA
"4925";1;1;0;1;0;0;54,5943365938014;1;0;0;0
"4926";1;1;0;1;0;0;50,076352936101;0;1;0;0
"4927";0;1;0;0;0;0;28,7356599451901;1;0;0;1
"4928";1;1;1;0;0;1;NA;NA;NA;NA;NA
"4929";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"4930";0;0;0;0;0;0;40,1118307104675;0;0;0;1
"4931";0;1;0;1;0;1;NA;NA;NA;NA;NA
"4932";0;1;1;0;0;1;NA;NA;NA;NA;NA
"4933";0;1;0;1;0;0;60,6196653775042;1;0;0;0
"4934";0;1;1;0;0;0;39,8770300123429;0;1;1;NA
"4935";1;0;0;0;0;0;51,8004418371156;1;0;0;0
"4936";0;1;0;1;0;0;59,4663139606975;0;1;0;0
"4937";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"4938";0;0;0;1;0;1;NA;NA;NA;NA;NA
"4939";1;1;1;0;0;0;31,2241111827146;0;1;0;0
"4940";1;1;0;1;0;0;72,7712468869601;0;1;0;1
"4941";0;0;1;0;0;0;62,6752617921526;1;0;0;0
"4942";1;1;0;1;0;0;55,841140510652;1;0;1;NA
"4943";1;0;0;0;0;0;49,194129252692;1;0;0;0
"4944";0;1;1;0;0;0;60,4954368447092;0;1;0;0
"4945";1;1;0;0;0;0;54,0187017141645;1;0;0;1
"4946";0;0;0;1;1;NA;NA;NA;NA;NA;NA
"4947";1;0;0;0;1;NA;NA;NA;NA;NA;NA
"4948";0;1;0;0;0;0;57,3226719994813;1;0;0;1
"4949";0;1;0;1;0;0;62,1897534578575;1;0;0;0
"4950";0;0;0;1;0;1;NA;NA;NA;NA;NA
"4951";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"4952";0;1;1;0;0;0;39,4646666672652;1;0;0;0
"4953";0;1;1;0;0;0;37,6091238473218;1;0;0;0
"4954";1;1;0;1;0;1;NA;NA;NA;NA;NA
"4955";0;1;0;1;0;0;47,9728554237027;0;1;1;NA
"4956";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"4957";0;1;0;1;0;0;38,0889532738785;0;1;0;0
"4958";0;0;1;0;0;0;59,018455149061;1;0;1;NA
"4959";0;0;1;0;0;0;59,7712012721003;1;0;0;0
"4960";1;0;0;0;0;0;32,0720899694445;1;0;0;0
"4961";1;0;0;1;1;NA;NA;NA;NA;NA;NA
"4962";1;0;1;0;0;0;40,6713984311058;1;0;0;0
"4963";1;1;1;0;0;0;51,8521056468807;1;0;0;0
"4964";1;0;0;1;1;NA;NA;NA;NA;NA;NA
"4965";0;1;1;0;0;0;33,6396254749954;1;0;0;0
"4966";0;0;0;0;0;0;27,0728923419344;1;0;0;0
"4967";1;0;0;1;0;0;89,5017578439579;0;1;0;0
"4968";1;1;0;1;0;1;NA;NA;NA;NA;NA
"4969";1;1;0;0;0;0;40,0094657180175;1;0;0;0
"4970";1;0;0;0;0;0;66,3428050426141;1;0;0;0
"4971";0;0;1;0;0;0;42,7218057375524;1;0;0;0
"4972";0;1;1;0;0;1;NA;NA;NA;NA;NA
"4973";0;1;1;0;0;1;NA;NA;NA;NA;NA
"4974";1;1;0;0;0;0;45,5328838383098;1;0;0;0
"4975";0;0;0;1;0;0;92,885748348299;0;1;0;0
"4976";0;0;0;1;0;1;NA;NA;NA;NA;NA
"4977";1;1;1;0;0;0;70,1130831606584;1;0;0;0
"4978";1;1;0;1;0;1;NA;NA;NA;NA;NA
"4979";0;1;0;1;0;0;50,6297411952222;1;0;0;0
"4980";1;1;0;1;0;0;59,9717420629536;1;0;0;0
"4981";1;0;0;0;0;0;51,6661639864005;1;0;1;NA
"4982";0;0;0;1;0;0;38,5799313661633;1;0;0;0
"4983";1;0;1;0;0;1;NA;NA;NA;NA;NA
"4984";1;0;0;0;0;0;81,4972485468714;1;0;0;0
"4985";1;1;0;0;0;0;39,5560976023005;1;0;0;0
"4986";1;1;0;0;0;0;66,8850272763973;1;0;0;1
"4987";0;0;0;0;0;0;53,7459232723655;1;0;0;1
"4988";1;1;1;0;0;0;45,3188978082715;0;1;0;1
"4989";0;1;0;1;0;0;59,0505053183923;1;0;0;0
"4990";0;0;0;1;0;1;NA;NA;NA;NA;NA
"4991";0;0;0;1;0;0;78,2523508238986;1;0;0;1
"4992";0;0;0;1;0;0;81,2873345609957;0;0;0;0
"4993";1;1;0;1;0;0;81,0863701194119;0;1;1;NA
"4994";1;1;0;1;0;0;49,517237756454;1;0;0;0
"4995";1;1;0;1;0;0;51,0052670988424;1;0;0;0
"4996";0;0;1;0;0;0;67,6027604082064;1;0;0;1
"4997";0;1;1;0;0;0;10,3839667906438;1;0;0;0
"4998";0;1;0;0;0;1;NA;NA;NA;NA;NA
"4999";1;0;0;0;0;0;51,5808583098917;1;0;0;1
"5000";1;0;1;0;0;1;NA;NA;NA;NA;NA
"5001";0;1;0;1;0;0;87,9092048393072;0;1;0;0
"5002";0;1;0;1;0;0;71,4325779937128;1;0;0;0
"5003";1;1;0;1;0;0;53,7804585327118;1;0;0;0
"5004";1;1;0;0;0;0;44,4008069809576;1;0;0;0
"5005";0;1;0;0;0;0;56,4977726383818;1;0;0;0
"5006";1;1;0;1;0;1;NA;NA;NA;NA;NA
"5007";0;1;0;1;0;0;55,2101212124534;1;0;0;0
"5008";0;1;0;1;0;0;56,1360491746259;1;0;0;0
"5009";0;1;0;0;0;1;NA;NA;NA;NA;NA
"5010";1;1;0;1;0;0;72,5554507921906;0;1;0;0
"5011";0;1;0;1;0;1;NA;NA;NA;NA;NA
"5012";0;1;0;1;0;0;93,8430959056016;1;0;0;1
"5013";0;1;0;1;0;0;56,1113925605797;1;0;0;1
"5014";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"5015";1;1;1;0;0;0;44,6570097515086;0;0;0;0
"5016";1;1;0;1;0;0;66,4970467489048;1;0;0;0
"5017";1;0;0;0;0;0;58,4827960859487;1;0;0;0
"5018";0;1;0;1;0;0;47,9782116931715;0;1;0;0
"5019";1;1;1;0;0;0;75,2732566903631;1;0;0;0
"5020";0;1;1;0;0;0;46,1394192316888;1;0;0;0
"5021";1;1;1;0;0;0;63,0070183937577;1;0;0;0
"5022";0;1;0;1;0;0;29,2664219674825;1;0;0;0
"5023";1;1;1;0;0;1;NA;NA;NA;NA;NA
"5024";1;1;0;1;0;0;50,7691383620713;1;0;0;0
"5025";0;1;0;1;0;1;NA;NA;NA;NA;NA
